年度,樹木ID,緯度,経度,施設区分,種類,備考,所在地
2025,KVE-8002,35.7227232498383,139.620298194427,井草川樹木,キンモクセイ,,下井草4-25
2025,KNY-2099,35.7227334442828,139.620258916648,井草川樹木,ハナノキ,,下井草4-25
2025,XYF-6135,35.7227349720605,139.620235083315,井草川樹木,ケヤキ,,下井草4-25
2025,VQB-4054,35.7227205553938,139.620242638871,井草川樹木,ハナミズキ,,下井草4-25
2025,HLD-6542,35.7227232498383,139.620206249983,井草川樹木,ハナミズキ,,下井草4-25
2025,NLU-2669,35.7227379442828,139.620202805538,井草川樹木,ネズミモチ,,下井草4-25
2025,NAW-1531,35.7227376942828,139.620194805538,井草川樹木,ネズミモチ,,下井草4-25
2025,JUI-7522,35.7227361942827,139.620175888871,井草川樹木,ネズミモチ,,下井草4-25
2025,ETV-5083,35.7227396109495,139.620181388871,井草川樹木,ネズミモチ,,下井草4-25
2025,WYX-9305,35.7227335553939,139.620161722205,井草川樹木,バラ,,下井草4-25
2025,XPM-2638,35.7226685831715,139.620289416649,井草川樹木,ドイツトウヒ,,下井草4-25
2025,MVG-9920,35.7226688053937,139.620279277761,井草川樹木,バラ,,下井草4-25
2025,IUF-9467,35.7226754165049,139.62027666665,井草川樹木,ユズリハ,,下井草4-25
2025,KVS-5861,35.7226811665048,139.620267944427,井草川樹木,モミジ,,下井草4-25
2025,BNY-7418,35.7226824165049,139.620214472205,井草川樹木,カナメモチ,,下井草4-25
2025,OFV-6775,35.7226841387271,139.620196638872,井草川樹木,カナメモチ,,下井草4-25
2025,PMO-6607,35.7226794165048,139.620191972205,井草川樹木,コノテガシワ,,下井草4-25
2025,AER-6792,35.7226914442827,139.620186472205,井草川樹木,カナメモチ,,下井草4-25
2025,UHX-3348,35.7226921109493,139.620175972205,井草川樹木,マサキ,,下井草4-25
2025,MHW-7160,35.7226929442827,139.620164222204,井草川樹木,カナメモチ,,下井草4-25
2025,WMJ-6994,35.7226859165049,139.620170361094,井草川樹木,ホオノキ,,下井草4-25
2025,PRZ-0909,35.7226811109493,139.62016402776,井草川樹木,ネズミモチ,,下井草4-25
2025,KRU-0543,35.7226742498382,139.620172861094,井草川樹木,カナメモチ,,下井草4-25
2025,WNT-1351,35.7227436942828,139.62012002776,井草川樹木,ハゼノキ,,下井草4-25
2025,TPM-2094,35.7227467776162,139.62006602776,井草川樹木,ネズミモチ,,下井草4-25
2025,KSY-4940,35.7227365276162,139.620063222204,井草川樹木,モクレン,,下井草4-25
2025,LGA-0815,35.7227495553939,139.620034055537,井草川樹木,エノキ,,下井草4-25
2025,PKP-8906,35.722745805394,139.619998805538,井草川樹木,ネズミモチ,,下井草4-25
2025,QVF-9363,35.7227433053939,139.619965416649,井草川樹木,キンモクセイ,,下井草4-25
2025,YCA-2191,35.7227437776161,139.619933166649,井草川樹木,キンモクセイ,,下井草4-25
2025,CWV-0543,35.7227524998384,139.619958138871,井草川樹木,ネズミモチ,,下井草4-25
2025,LFD-5237,35.7227535553939,139.619946333316,井草川樹木,モクセイ,,下井草4-25
2025,CBH-7881,35.7227552220606,139.619925583315,井草川樹木,ネズミモチ,,下井草4-25
2025,ETA-7248,35.7226850831716,139.620084749982,井草川樹木,カイドウ,,下井草4-25
2025,BQS-8069,35.7227034998383,139.620033361094,井草川樹木,イタチハギ,,下井草4-25
2025,OSP-2007,35.7226834442826,139.620049388872,井草川樹木,ネズミモチ,,下井草4-25
2025,MIC-9312,35.7226864720604,139.620041194427,井草川樹木,キョウチクトウ,,下井草4-25
2025,BXP-3709,35.7226889720605,139.620035944427,井草川樹木,キョウチクトウ,,下井草4-25
2025,PAB-8835,35.7226829165049,139.620036888871,井草川樹木,キョウチクトウ,,下井草4-25
2025,QHU-0890,35.7226828053937,139.620032777761,井草川樹木,キョウチクトウ,,下井草4-25
2025,JPU-6323,35.722685777616,139.620019749983,井草川樹木,ハクチョウゲ,,下井草4-25
2025,XZA-6352,35.722689527616,139.619999194428,井草川樹木,トネリコバノカエデ,,下井草4-25
2025,TIB-9011,35.722706777616,139.619967638871,井草川樹木,サクラ,,下井草4-25
2025,ICM-3813,35.7227543053939,139.619902111093,井草川樹木,キョウチクトウ,,下井草4-25
2025,IOG-5691,35.7227556109495,139.619898388871,井草川樹木,キョウチクトウ,,下井草4-25
2025,FMG-2159,35.7227566109495,139.619894166649,井草川樹木,キョウチクトウ,,下井草4-25
2025,MHE-1469,35.722756666505,139.619887694426,井草川樹木,キョウチクトウ,,下井草4-25
2025,IWC-1862,35.7227576942829,139.619878444426,井草川樹木,キョウチクトウ,,下井草4-25
2025,PWB-3892,35.7227498887273,139.619873083316,井草川樹木,コナラ,,下井草4-25
2025,CYA-7602,35.7227606665051,139.619866444427,井草川樹木,キョウチクトウ,,下井草4-25
2025,TKU-0738,35.7227605276162,139.619861805538,井草川樹木,サザンカ,,下井草4-25
2025,ZCW-8935,35.7227614998384,139.619849388871,井草川樹木,サザンカ,,下井草4-25
2025,VGS-5535,35.722762805394,139.619840083316,井草川樹木,ナンテン,,下井草4-25
2025,DGT-7095,35.7227505276162,139.61984177776,井草川樹木,ユリノキ,,下井草4-25
2025,PEK-2896,35.7226881109493,139.619977916649,井草川樹木,イチョウ,,下井草4-25
2025,EJE-2046,35.7226883609493,139.619973888871,井草川樹木,イチョウ,,下井草4-25
2025,UZP-0303,35.7226883609494,139.619971388871,井草川樹木,イチョウ,,下井草4-25
2025,OQT-6152,35.722688777616,139.619967499983,井草川樹木,イチョウ,,下井草4-25
2025,JWO-3255,35.7226963609493,139.619967055539,井草川樹木,ネズミモチ,,下井草4-25
2025,RLL-6369,35.7226977220604,139.619937416649,井草川樹木,マルバハギ,,下井草4-25
2025,ESA-6517,35.7226994165049,139.619928333316,井草川樹木,カナメモチ,,下井草4-25
2025,DST-6301,35.7227177220605,139.619827638872,井草川樹木,ナンキンハゼ,,下井草4-25
2025,LDL-0594,35.7227190831717,139.61980052776,井草川樹木,ナンキンハゼ,,下井草4-25
2025,DVA-1117,35.7227185831716,139.619770222205,井草川樹木,サザンカ,,下井草4-25
2025,ZZO-8335,35.722720527616,139.619758472205,井草川樹木,サザンカ,,下井草4-25
2025,MWH-5420,35.7227313609495,139.619634944427,井草川樹木,ハナミズキ,,下井草4-25
2025,YTV-2621,35.7227319442828,139.61960727776,井草川樹木,モクレン,,下井草4-25
2025,NIW-4605,35.7227338887272,139.619600305538,井草川樹木,モクレン,,下井草4-25
2025,BUL-1156,35.7227720831718,139.619700138871,井草川樹木,カナメモチ,,下井草4-25
2025,TNM-2128,35.7227736942829,139.619674166649,井草川樹木,カナメモチ,,下井草4-25
2025,GAL-8404,35.7227747498385,139.619658416649,井草川樹木,カナメモチ,,下井草4-25
2025,BDY-4580,35.7227771109496,139.619622694426,井草川樹木,モミジ,,下井草4-25
2025,MGO-1581,35.7227277776161,139.619539944428,井草川樹木,バラ,,下井草4-25
2025,YDK-0481,35.7227405553939,139.619487499982,井草川樹木,バラ,,下井草4-25
2025,IEH-0472,35.7227247498383,139.619490833316,井草川樹木,モミジ,,下井草4-25
2025,TSX-7547,35.7227311387272,139.619454944427,井草川樹木,ネズミモチ,,下井草4-25
2025,EVY-7030,35.7227240831717,139.619441777761,井草川樹木,ネズミモチ,,下井草4-25
2025,MHQ-1386,35.7227239165049,139.619434277761,井草川樹木,キバコデマリ,,下井草4-25
2025,HKL-4072,35.7227245553938,139.619429111094,井草川樹木,キバコデマリ,,下井草4-25
2025,OUD-8771,35.7227461942829,139.619413472205,井草川樹木,サルスベリ,,下井草4-25
2025,KFL-6409,35.722727666505,139.619399361093,井草川樹木,ビワ,,下井草4-25
2025,MIL-6421,35.722732666505,139.619367888871,井草川樹木,ヒサカキ,,下井草4-25
2025,PEC-3016,35.7227333053939,139.619359972205,井草川樹木,キバコデマリ,,下井草4-25
2025,IKB-3160,35.7227336942828,139.619351194427,井草川樹木,ムクゲ,,下井草4-25
2025,ZGX-9310,35.7227340276161,139.619323777761,井草川樹木,ナツミカン,,下井草4-25
2025,KET-1146,35.722755555394,139.619338444427,井草川樹木,キンモクセイ,,下井草4-25
2025,QCS-2004,35.7227335831717,139.619319333316,井草川樹木,モミジ,,下井草4-25
2025,UOE-3239,35.7227353609495,139.619309805539,井草川樹木,サクラ,,下井草4-25
2025,PMM-3847,35.722755805394,139.619301194427,井草川樹木,サクラ,,下井草4-25
2025,TRG-0042,35.7227847776164,139.619183055538,井草川樹木,ハナミズキ,,下井草4-26
2025,LIF-0734,35.7227906109497,139.619165333316,井草川樹木,ハナミズキ,,下井草4-26
2025,SZC-5058,35.7227995553942,139.619126249982,井草川樹木,ハナミズキ,,下井草4-26
2025,RJP-8345,35.7229111942836,139.619009166647,井草川樹木,ツバキ,,下井草4-26
2025,JWJ-1454,35.7229188331726,139.61899813887,井草川樹木,ツバキ,,下井草4-26
2025,COU-3373,35.7229224720615,139.618987527759,井草川樹木,ツバキ,,下井草4-26
2025,CLU-6339,35.7229257498393,139.618977833313,井草川樹木,ツバキ,,下井草4-26
2025,FKG-8624,35.722930166506,139.618969277758,井草川樹木,ハナミズキ,,下井草4-26
2025,BDA-0733,35.7229362220615,139.618923222203,井草川樹木,プラタナス,,下井草4-26
2025,IOQ-0975,35.7229889442841,139.618901583313,井草川樹木,ハクウンボク,,下井草4-26
2025,MEW-4455,35.7229658609506,139.618963027758,井草川樹木,ハクモクレン,,下井草4-26
2025,HQP-7343,35.722959555395,139.618982666647,井草川樹木,ハクモクレン,,下井草4-26
2025,UYL-6038,35.7229562776172,139.618990722202,井草川樹木,ハクモクレン,,下井草4-26
2025,NSJ-8386,35.722952805395,139.619001027758,井草川樹木,ハクモクレン,,下井草4-26
2025,WPJ-8555,35.7229432498394,139.619022083313,井草川樹木,マテバシイ,,下井草4-26
2025,GMF-6465,35.7230066665064,139.618833861091,井草川樹木,サルスベリ,,下井草4-26
2025,RVY-2074,35.7230011387286,139.61882061109,井草川樹木,ツバキ,,下井草4-26
2025,LOZ-9688,35.7230267220621,139.618812166646,井草川樹木,ツバキ,,下井草4-26
2025,TYG-9647,35.7230575831734,139.618799972201,井草川樹木,ツバキ,,下井草4-26
2025,LVV-0813,35.7230693331734,139.61879661109,井草川樹木,ツバキ,,下井草4-26
2025,QCC-3829,35.7231037776181,139.618807861089,井草川樹木,キンモクセイ,,下井草4-26
2025,IMT-4724,35.7231035553958,139.618789805534,井草川樹木,ツバキ,,下井草4-26
2025,LPY-8546,35.7231221387293,139.618767166645,井草川樹木,ツバキ,,下井草4-26
2025,HZE-5941,35.723137694285,139.618772361089,井草川樹木,アジサイ,,下井草4-26
2025,KXN-0923,35.7231535276184,139.618768305534,井草川樹木,ムクゲ,,下井草4-26
2025,JIC-1390,35.7231165831736,139.618842138867,井草川樹木,モクレン,,下井草4-26
2025,CFI-6747,35.7230845553957,139.618854472201,井草川樹木,ハナズオウ,,下井草4-26
2025,CIT-2233,35.7230679442845,139.61886011109,井草川樹木,ハナズオウ,,下井草4-26
2025,XLJ-4848,35.72305199984,139.61886261109,井草川樹木,サザンカ,,下井草4-26
2025,WTJ-6154,35.7230444998399,139.618864916645,井草川樹木,サザンカ,,下井草4-26
2025,PSP-5742,35.7230372776176,139.618867555535,井草川樹木,サザンカ,,下井草4-26
2025,DKD-8044,35.7230300553954,139.618870194424,井草川樹木,サザンカ,,下井草4-26
2025,MAB-8110,35.7233183331748,139.618778083309,井草川樹木,サルスベリ,,下井草4-30
2025,HJH-7867,35.7232975831746,139.618738777753,井草川樹木,ヤマモモ,,下井草4-30
2025,VPN-8638,35.7233415276193,139.618724333308,井草川樹木,ハクモクレン,,下井草4-30
2025,RLL-6310,35.7233534998417,139.618718249975,井草川樹木,ユズリハ,,下井草4-30
2025,MTU-1230,35.7233132776191,139.618791138864,井草川樹木,ネズミモチ,,下井草4-30
2025,MGE-4235,35.7233863053975,139.618702527752,井草川樹木,ハナズオウ,,下井草4-30
2025,CWL-3760,35.7233911387308,139.618695944419,井草川樹木,ハナズオウ,,下井草4-30
2025,ARJ-5971,35.7233967220642,139.61868905553,井草川樹木,ハナズオウ,,下井草4-30
2025,LQX-8378,35.7234050553975,139.618679111086,井草川樹木,カナメモチ,,下井草4-30
2025,WXH-5689,35.7234327776199,139.618655694418,井草川樹木,サンゴジュ,,下井草4-30
2025,COF-4692,35.7240076665137,139.617944638855,井草川樹木,ハクモクレン,,下井草4-29
2025,RMM-1430,35.7240061942915,139.617939055521,井草川樹木,ハクモクレン,,下井草4-29
2025,INL-4908,35.7239536665133,139.617949194411,井草川樹木,ムクゲ,,下井草4-29
2025,ECR-8742,35.7239359720687,139.617969777745,井草川樹木,ムクゲ,,下井草4-29
2025,KFZ-7760,35.7239265276242,139.617974861078,井草川樹木,ツバキ,,下井草4-29
2025,AHZ-8276,35.7239177776241,139.617980444411,井草川樹木,ツバキ,,下井草4-29
2025,LGO-5740,35.7239292776243,139.617957861078,井草川樹木,クロガネモチ,,下井草4-29
2025,CMO-5912,35.7238704165126,139.618022194412,井草川樹木,ユリノキ,,下井草4-29
2025,DGD-9345,35.7239782776247,139.617911222188,井草川樹木,モクレン,,下井草4-29
2025,PHO-5840,35.7239819442913,139.61790394441,井草川樹木,モクレン,,下井草4-29
2025,NUG-4582,35.7240348887362,139.617877666632,井草川樹木,サルスベリ,,下井草4-29
2025,OPX-9050,35.7240523609587,139.617823861076,井草川樹木,サクラ,,下井草4-29
2025,UJG-4843,35.7240578887367,139.617781638853,井草川樹木,モチノキ,,下井草4-29
2025,HYT-1298,35.7240613887368,139.617752861076,井草川樹木,ウメ,,下井草4-29
2025,HGW-1616,35.7240029998472,139.617851499965,井草川樹木,ネズミモチ,,下井草4-29
2025,AYB-7419,35.7240063887362,139.617842277743,井草川樹木,ネズミモチ,,下井草4-29
2025,XFG-8367,35.724011166514,139.61782744441,井草川樹木,ネズミモチ,,下井草4-29
2025,DCK-4728,35.7240594165146,139.617720416632,井草川樹木,アジサイ,,下井草4-29
2025,GQJ-5311,35.7240601387369,139.617705222187,井草川樹木,アジサイ,,下井草4-29
2025,GNT-5943,35.724075138737,139.617683777742,井草川樹木,ユズリハ,,下井草4-29
2025,WMU-0223,35.7240658609592,139.617662499964,井草川樹木,ヒサカキ,,下井草4-29
2025,YIY-9611,35.7240728331816,139.617627027743,井草川樹木,ナツミカン,,下井草4-29
2025,TBQ-9833,35.7240676387371,139.617617666632,井草川樹木,ウメ,,下井草4-29
2025,XEP-5313,35.7240825831818,139.617599499965,井草川樹木,ハナズオウ,,下井草4-29
2025,GQQ-2039,35.7240706942928,139.617578222187,井草川樹木,サルスベリ,,下井草4-29
2025,CZM-9621,35.7240349998482,139.617535916632,井草川樹木,モッコク,,下井草4-29
2025,GQH-0337,35.7240334998482,139.617552138854,井草川樹木,モッコク,,下井草4-29
2025,CKQ-0427,35.7240354442925,139.617610138854,井草川樹木,クロガネモチ,,下井草4-29
2025,SAQ-9162,35.7240339720703,139.617621749965,井草川樹木,クロガネモチ,,下井草4-29
2025,XYB-3051,35.7240329998479,139.617655361076,井草川樹木,カナメモチ,,下井草4-29
2025,DRR-5314,35.7240319165145,139.617675055521,井草川樹木,カナメモチ,,下井草4-29
2025,ATJ-1069,35.7240308887367,139.617688861076,井草川樹木,クロガネモチ,,下井草4-29
2025,EHO-3047,35.7240552220717,139.617089527742,井草川樹木,ハナミズキ,,下井草5-22
2025,DHS-0367,35.7240623331829,139.617089416631,井草川樹木,サザンカ,,下井草5-22
2025,JKW-7766,35.7240638331831,139.617025416631,井草川樹木,ツバキ,,下井草5-22
2025,JXV-8781,35.7240638054054,139.617006972187,井草川樹木,ツバキ,,下井草5-22
2025,DFH-6060,35.7240658054055,139.616942194409,井草川樹木,コブシ,,下井草5-22
2025,XDS-2980,35.7241107498503,139.616956138853,井草川樹木,モクレン,,下井草5-22
2025,KOY-5417,35.724108638739,139.616992527742,井草川樹木,モクレン,,下井草5-22
2025,HPJ-5059,35.724106638739,139.61701766663,井草川樹木,モクレン,,下井草5-22
2025,NFP-6248,35.7241135831837,139.616924111075,井草川樹木,モクレン,,下井草5-22
2025,NYT-8568,35.7241143331838,139.616909555519,井草川樹木,モクレン,,下井草5-22
2025,PAC-0465,35.7241162776283,139.616876361074,井草川樹木,ナンキンハゼ,,下井草5-22
2025,KKQ-8534,35.7241128054064,139.616788277741,井草川樹木,モクレン,,下井草5-22
2025,GCL-5848,35.7241191387397,139.616783722185,井草川樹木,ユズリハ,,下井草5-22
2025,BWR-2989,35.7241131942952,139.616779333297,井草川樹木,モクレン,,下井草5-22
2025,BPT-8714,35.7240735831838,139.616743916631,井草川樹木,ユズリハ,,下井草5-22
2025,LJA-6134,35.7241238331845,139.616700666631,井草川樹木,モクレン,,下井草5-22
2025,TTG-4405,35.7241316109627,139.616564333297,井草川樹木,モクレン,,下井草5-22
2025,QWL-9514,35.7241261387404,139.616547361075,井草川樹木,モクレン,,下井草5-22
2025,BII-5547,35.7241260276293,139.616535555519,井草川樹木,ハクウンボク,,下井草5-22
2025,FOO-4561,35.7241357220741,139.616421222185,井草川樹木,カナメモチ,,下井草5-22
2025,AGH-1032,35.7241366109631,139.616401861074,井草川樹木,ネズミモチ,,下井草5-22
2025,VRZ-1517,35.7241367498521,139.616393944407,井草川樹木,ネズミモチ,,下井草5-22
2025,LKD-2904,35.7241325554076,139.616382027741,井草川樹木,ツバキ,,下井草5-22
2025,UBB-2338,35.724133138741,139.616359194407,井草川樹木,ハクウンボク,,下井草5-22
2025,YHN-5278,35.7241333609632,139.616351361075,井草川樹木,ハクウンボク,,下井草5-22
2025,GAI-6413,35.7241454720745,139.616333222185,井草川樹木,サルスベリ,,下井草5-22
2025,VQO-7627,35.7241359998521,139.61637341663,井草川樹木,カナメモチ,,下井草5-22
2025,CRK-7938,35.7241373609634,139.616302583296,井草川樹木,カナメモチ,,下井草5-22
2025,JSU-6226,35.7241476109636,139.616290694408,井草川樹木,サルスベリ,,下井草5-22
2025,GQL-5497,35.7241353609634,139.616282611075,井草川樹木,カナメモチ,,下井草5-22
2025,SWC-5807,35.7241486387414,139.616271277741,井草川樹木,サルスベリ,,下井草5-22
2025,YKV-8540,35.7241357776302,139.616265305519,井草川樹木,カナメモチ,,下井草5-22
2025,OGN-1732,35.7241371109635,139.61624266663,井草川樹木,ハナミズキ,,下井草5-22
2025,SVP-0874,35.7240870276297,139.616265666631,井草川樹木,アオシダレ,,下井草5-22
2025,AZY-5494,35.7240873887408,139.616250972187,井草川樹木,モミジ,,下井草5-22
2025,WMI-4561,35.7240871942964,139.616235999964,井草川樹木,アオシダレ,,下井草5-22
2025,QLK-1492,35.7240919720743,139.616220111075,井草川樹木,ネズミモチ,,下井草5-22
2025,OTV-0808,35.7240876665186,139.616220111075,井草川樹木,ナンテン,,下井草5-22
2025,GWC-5292,35.7240922776299,139.616203111075,井草川樹木,ツバキ,,下井草5-22
2025,GWR-2668,35.7240883054076,139.616186972187,井草川樹木,ツバキ,,下井草5-22
2025,BJC-8834,35.683554138747,139.608139638849,河川樹木,ハナミズキ,,高井戸西1-32
2025,BGE-3630,35.6834894165247,139.608231611069,河川樹木,ハナミズキ,,高井戸西1-32
2025,ICK-6663,35.6834536665247,139.608286027736,河川樹木,ハナミズキ,,高井戸西1-32
2025,BPK-1070,35.6834114720798,139.608307027736,河川樹木,ハナミズキ,,高井戸西1-32
2025,MGJ-9984,35.6833763887465,139.608360555513,河川樹木,ハナミズキ,,高井戸西1-32
2025,EZN-4760,35.6833722498576,139.60836783329,河川樹木,チドリノキ,,高井戸西1-32
2025,EXX-0113,35.6833206943019,139.608446472178,河川樹木,ハナミズキ,,高井戸西1-32
2025,IPQ-2880,35.6832902498575,139.608493555511,河川樹木,ハナミズキ,,高井戸西1-32
2025,BFI-0723,35.6832340554129,139.608575583289,河川樹木,ハナミズキ,,高井戸西1-32
2025,TJZ-5991,35.6831906387462,139.608642138843,河川樹木,ハナミズキ,,高井戸西1-32
2025,ZAG-8174,35.683124138746,139.60874241662,河川樹木,ハナミズキ,,高井戸西1-32
2025,GSQ-0284,35.6831024720814,139.609008944394,河川樹木,ハナミズキ,,高井戸西1-34
2025,XBQ-1251,35.6830918054147,139.609024888839,河川樹木,ハナミズキ,,高井戸西1-34
2025,UFM-1767,35.683080999859,139.609040777728,河川樹木,ハナミズキ,,高井戸西1-34
2025,UOK-9407,35.6830661109701,139.60905549995,河川樹木,ツバキ,,高井戸西1-34
2025,AGN-4619,35.6830609998589,139.609063027727,河川樹木,ツバキ,,高井戸西1-34
2025,CYD-2073,35.6830448331922,139.609088055505,河川樹木,ツバキ,,高井戸西1-34
2025,HZD-9846,35.6830418609701,139.609091694394,河川樹木,オトメツバキ,,高井戸西1-34
2025,DEF-0876,35.6830384720811,139.609096666616,河川樹木,オトメツバキ,,高井戸西1-34
2025,LMT-7885,35.6830168887477,139.609128472172,河川樹木,ツバキ,,高井戸西1-34
2025,UQQ-4315,35.6829931109698,139.609163999948,河川樹木,ツバキ,,高井戸西1-34
2025,GDZ-5303,35.6830094720814,139.609185666615,河川樹木,ハナミズキ,,高井戸西1-34
2025,FBF-2203,35.6830238331925,139.609163166615,河川樹木,ハナミズキ,,高井戸西1-34
2025,UMF-8695,35.683039666526,139.609142833282,河川樹木,ハナミズキ,,高井戸西1-34
2025,RKP-6045,35.6827982498587,139.609558888838,河川樹木,ツバキ,,高井戸西1-31
2025,ZDX-4933,35.6827933887476,139.609572888838,河川樹木,ツバキ,,高井戸西1-31
2025,XKY-3484,35.6827888331921,139.609585194393,河川樹木,ツバキ,,高井戸西1-31
2025,OSD-9035,35.6826819165277,139.610109999952,河川樹木,ツバキ,,高井戸西1-31
2025,GSG-9205,35.6826783609727,139.610182055509,河川樹木,キンモクセイ,,高井戸西1-31
2025,USC-8283,35.6826758054174,139.610227722176,河川樹木,ツバキ,,高井戸西1-31
2025,FGK-2972,35.682669222084,139.610232583287,河川樹木,ツバキ,,高井戸西1-31
2025,AWQ-7812,35.6826727776397,139.61024080551,河川樹木,ツバキ,,高井戸西1-31
2025,RCK-2062,35.682825972081,139.609496305504,河川樹木,ツバキ,,高井戸西1-31
2025,PUV-8189,35.6828198331916,139.609442499948,河川樹木,ツバキ,,高井戸西1-31
2025,TZK-4278,35.6828148054138,139.609452861059,河川樹木,ツバキ,,高井戸西1-31
2025,DIM-6319,35.6827946943027,139.609499111059,河川樹木,ツバキ,,高井戸西1-31
2025,EZC-9513,35.6827907498582,139.609508777726,河川樹木,ツバキ,,高井戸西1-31
2025,CSQ-4291,35.6827868331916,139.609516527726,河川樹木,ツバキ,,高井戸西1-31
2025,KNE-3004,35.6827790831916,139.609540805504,河川樹木,ハナミズキ,,高井戸西1-31
2025,DRK-8197,35.6827654998584,139.609585027726,河川樹木,キンモクセイ,,高井戸西1-31
2025,GJR-5679,35.6827606387473,139.609587416616,河川樹木,キンモクセイ,,高井戸西1-31
2025,QEL-0969,35.6827511665252,139.60962961106,河川樹木,キンモクセイ,,高井戸西1-31
2025,ITX-4260,35.6827426665253,139.609653055505,河川樹木,キンモクセイ,,高井戸西1-31
2025,MRF-9807,35.6827369998587,139.60967799995,河川樹木,キンモクセイ,,高井戸西1-31
2025,ETX-2244,35.6827195554144,139.609748055506,河川樹木,ツバキ,,高井戸西1-31
2025,IWH-4572,35.6827168331923,139.60976149995,河川樹木,ツバキ,,高井戸西1-31
2025,LMJ-0766,35.682714249859,139.609771083284,河川樹木,ツバキ,,高井戸西1-31
2025,FAW-6518,35.6827604165258,139.609684555505,河川樹木,ツバキ,,高井戸西1-31
2025,OCA-9353,35.682659249863,139.610421249955,河川樹木,ツバキ,,高井戸西1-31
2025,QOR-0972,35.6826587498631,139.6104324444,河川樹木,ツバキ,,高井戸西1-31
2025,GHQ-4490,35.6826568054188,139.610455416622,河川樹木,ハナズオウ,,高井戸西1-31
2025,LMJ-4955,35.6826559720856,139.610463805511,河川樹木,ハナズオウ,,高井戸西1-31
2025,YVK-7433,35.6826552220856,139.610471472178,河川樹木,ハナズオウ,,高井戸西1-31
2025,NEV-3058,35.6826550276412,139.610481666623,河川樹木,ハナズオウ,,高井戸西1-31
2025,YHU-2465,35.6826540276413,139.610494361067,河川樹木,ツバキ,,高井戸西1-31
2025,LKX-9450,35.6826540554191,139.610503138845,河川樹木,ツバキ,,高井戸西1-31
2025,FLL-6687,35.6826539720859,139.610516055511,河川樹木,ビワ,,高井戸西1-31
2025,QIH-6509,35.6826321665296,139.610464999956,河川樹木,ハナミズキ,,高井戸西1-31
2025,BIT-0970,35.6826304443075,139.610487222178,河川樹木,ハナミズキ,,高井戸西1-31
2025,DRO-7265,35.6826294443077,139.610509055511,河川樹木,ハナミズキ,,高井戸西1-31
2025,TFC-8451,35.6826515276428,139.610700277735,河川樹木,ツバキ,,高井戸西1-31
2025,VTE-0060,35.6826498331992,139.610812166625,河川樹木,キンモクセイ,,高井戸西1-31
2025,WLD-5497,35.6826181387553,139.610939249959,河川樹木,ツバキ,,高井戸西1-31
2025,UEY-9066,35.6826188887554,139.610961583292,河川樹木,ツバキ,,高井戸西1-31
2025,MWY-0454,35.6826187776446,139.610990333293,河川樹木,ハナミズキ,,高井戸西1-31
2025,KSJ-6593,35.6826185832002,139.611008305515,河川樹木,ハナミズキ,,高井戸西1-31
2025,CGE-0642,35.6826181665336,139.611024805515,河川樹木,ハナミズキ,,高井戸西1-31
2025,TYA-2112,35.6826167220894,139.611055388848,河川樹木,ツバキ,,高井戸西1-31
2025,CUX-6342,35.6826162220895,139.611070888849,河川樹木,ツバキ,,高井戸西1-31
2025,FOG-2412,35.6826150276455,139.611123972183,河川樹木,ツバキ,,高井戸西1-31
2025,FZF-7350,35.68264397209,139.611083527738,河川樹木,キンモクセイ,,高井戸西1-31
2025,IYL-4014,35.6826422776456,139.61109674996,河川樹木,キンモクセイ,,高井戸西1-31
2025,DZT-8243,35.6826403332014,139.611125111072,河川樹木,ハナミズキ,,高井戸西1-31
2025,SJE-9169,35.6826176943134,139.611276083295,河川樹木,ハナミズキ,,高井戸西1-31
2025,XIJ-1620,35.6826168609802,139.61129502774,河川樹木,ハナミズキ,,高井戸西1-31
2025,NEK-2231,35.6826155554247,139.611315083295,河川樹木,ハナミズキ,,高井戸西1-31
2025,PPE-6110,35.6826418887571,139.611140611072,河川樹木,ハナミズキ,,高井戸西1-31
2025,KBM-0933,35.6826385276462,139.611166444405,河川樹木,ツバキ,,高井戸西1-31
2025,OVM-1534,35.6826419443131,139.611190499961,河川樹木,サザンカ,,高井戸西1-31
2025,VCS-7642,35.6826422498687,139.61120713885,河川樹木,サザンカ,,高井戸西1-31
2025,FCN-4366,35.6826384165352,139.611193027738,河川樹木,サザンカ,,高井戸西1-31
2025,YCS-6916,35.6826387498687,139.611210499961,河川樹木,サザンカ,,高井戸西1-31
2025,GIB-5574,35.6826126665354,139.61125813885,河川樹木,サザンカ,,高井戸西1-31
2025,PIG-3194,35.6826122776466,139.611281444406,河川樹木,サザンカ,,高井戸西1-31
2025,LAB-2792,35.6826121665356,139.611292527739,河川樹木,サザンカ,,高井戸西1-31
2025,XPC-3568,35.6826116109801,139.611305583295,河川樹木,サザンカ,,高井戸西1-31
2025,VIZ-8045,35.6826114443136,139.611318611073,河川樹木,サザンカ,,高井戸西1-31
2025,ELY-5658,35.6826117776469,139.611327472184,河川樹木,サザンカ,,高井戸西1-31
2025,LWC-8260,35.6826121665361,139.611348138851,河川樹木,ツバキ,,高井戸西1-31
2025,MZB-5387,35.6824975554226,139.611250194406,河川樹木,ハナミズキ,,高井戸西1-23
2025,XDG-9027,35.6824983609778,139.611205611072,河川樹木,ハナミズキ,,高井戸西1-23
2025,FDV-4396,35.6825037498652,139.611010583293,河川樹木,ハナミズキ,,高井戸西1-23
